copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass_AAA,publisherClass_Hobbyist,publisherClass_Indie,Label,name,releaseDate,publisherClass,publishers,developers
7084.0,19.99,114045.0,8.426789375719885,95.0,0.0,0.0,1.0,Non-Indie,Horticular,11-07-2024,Indie,Slug Disco,inDirection Games
7160.0,19.99,113468.0,8.545574708566374,86.0,0.0,0.0,1.0,Non-Indie,Sovereign Syndicate,15-01-2024,Indie,Crimson Herring Studios,Crimson Herring Studios
12900.0,13.99,113195.0,14.51652826490311,85.0,0.0,0.0,1.0,Non-Indie,Tales of Spark,04-02-2024,Indie,Ice and Fire Isle Studio,Ice and Fire Isle Studio
12388.0,10.99,113186.0,1.786202605335042,83.0,0.0,0.0,1.0,Indie,Fatal Countdown - immoral List of Desires,09-04-2024,Indie,"Playmeow,ACG creator",Secret Garden
12644.0,11.99,112737.0,2.8593045181380656,88.0,0.0,0.0,1.0,Indie,Stellar Settlers: Space Base Builder,11-03-2024,Indie,"Rogue Duck Interactive,Gamersky Games",Tinymice Entertainment
47101.0,4.99,112651.0,7.697533717458039,86.0,1.0,0.0,0.0,Indie,SimCity™ 3000 Unlimited,07-03-2024,AAA,Electronic Arts,Maxis
9267.0,14.99,112505.0,5.636361336203013,81.0,0.0,0.0,1.0,Indie,Let's Go! My Harem Farm,21-06-2024,Indie,OTAKU Plan,XO_PROJECT
10501.0,12.99,112150.0,4.550002496678145,81.0,0.0,0.0,1.0,Indie,Personal Trainer,27-05-2024,Indie,Udder Yeti,Domiek
8069.0,17.99,112147.0,13.108250723006284,94.0,0.0,0.0,1.0,Non-Indie,Dream Tactics,15-04-2024,Indie,indie.io,Spectra Entertainment Inc.
5488.0,29.99,111658.0,9.261170262539688,83.0,0.0,0.0,1.0,Non-Indie,Seifuku Kanojo,02-04-2024,Indie,HIKARI PULSE,Entergram
7846.0,17.99,111604.0,9.214083597671644,86.0,0.0,0.0,1.0,Non-Indie,Oriental Valley,25-04-2024,Indie,ETime Studio,猫多游戏
6673.0,19.99,111599.0,8.315043071342291,88.0,0.0,0.0,1.0,Indie,Space Prison,18-07-2024,Indie,Firesquid,Wooden Alien
8872.0,15.99,111150.0,1.8763832771371465,93.0,0.0,0.0,1.0,Indie,Whispered Promises ~ 14 Days of Love with Anna,14-02-2024,Indie,072 Project,OMNIS
7755.0,16.99,110885.0,12.912109890722832,92.0,0.0,0.0,1.0,Non-Indie,Throne of Bone,08-04-2024,Indie,Windmill Slam,Windmill Slam
8753.0,15.99,110745.0,2.402291570090048,83.0,0.0,0.0,1.0,Indie,Love X Crotch X GYM,29-03-2024,Indie,072 Project,"奶油貓工作室,バター貓スタジオ"
20018.0,6.5,110721.0,8.986554446747627,94.0,0.0,0.0,1.0,Indie,Pesticide Not Required,18-03-2024,Indie,Jampacked Games,Jampacked Games
6489.0,19.99,109973.0,8.952984705381535,77.0,0.0,0.0,1.0,Non-Indie,Dragon Is Dead,07-06-2024,Indie,"PM Studios, inc.",TeamSuneat
29540.0,4.99,109304.0,4.510849803181503,95.0,0.0,0.0,1.0,Indie,Gourdlets,15-08-2024,Indie,"Future Friends Games,AuntyGames",AuntyGames
22266.0,7.99,108802.0,1.6062343921411546,74.0,0.0,0.0,1.0,Indie,Unreal Lust Theory,29-03-2024,Indie,Inceton games,Inceton games
18575.0,6.99,108603.0,1.2631172015065026,87.0,0.0,0.0,1.0,Indie,Escape from the Room of the Serving Doll,18-06-2024,Indie,Playmeow,桃山プロダクション
20401.0,6.99,108551.0,2.2641617236393574,80.0,0.0,0.0,1.0,Indie,NTR'd By Clumsiness,15-05-2024,Indie,Hangover Cat Purrroduction,Hangover Cat Purrroduction
8150.0,15.99,108249.0,8.035693626041311,93.0,0.0,0.0,1.0,Indie,Rogue Voltage,10-05-2024,Indie,"Horizont Computergrafik,IndieArk",Horizont Computergrafik
5997.0,19.99,107442.0,9.375262746564824,71.0,0.0,0.0,1.0,Non-Indie,The Political Machine 2024,02-05-2024,Indie,Stardock Entertainment,Stardock Entertainment
12661.0,9.99,106342.0,7.096431675244657,72.0,0.0,0.0,1.0,Indie,Stellar Initiative,27-05-2024,Indie,Five Head Games,Five Head Games
5066.0,24.99,106200.0,3.3563584876458874,84.0,0.0,0.0,1.0,Indie,Baladins,15-05-2024,Indie,Armor Games Studios,Seed by Seed
5200.0,24.99,106071.0,8.470716159988035,93.0,0.0,0.0,1.0,Non-Indie,Of Life and Land,02-04-2024,Indie,"Kerzoven,Metaroot",Kerzoven
6739.0,19.99,105983.0,4.249184101788392,99.0,0.0,0.0,1.0,Indie,Aero GPX,06-08-2024,Indie,Aaron McDevitt,Aaron McDevitt
13772.0,9.99,105834.0,6.141025061148281,78.0,0.0,0.0,1.0,Indie,Trinity Survivors,02-05-2024,Indie,"Flyway Games, Inc.","Flyway Games, Inc."
12741.0,9.99,105556.0,3.3328854130189614,93.0,0.0,0.0,1.0,Indie,Old School Rally,18-07-2024,Indie,Astrolabe Games,Frozen Lake Games
12466.0,10.99,105087.0,12.264593888983066,87.0,0.0,0.0,1.0,Non-Indie,Factory Outlet Simulator,15-07-2024,Indie,PISHO,PISHO
6527.0,19.99,104827.0,8.163045434052988,75.0,0.0,0.0,1.0,Indie,Sandwalkers,19-06-2024,Indie,"Goblinz Publishing,H2 Interactive Co., Ltd.",Goblinz Studio
13458.0,9.99,104104.0,12.247192066961416,88.0,0.0,0.0,1.0,Non-Indie,Craftomation 101: Programming & Craft,19-02-2024,Indie,Luden.io,Luden.io
8414.0,14.99,103914.0,1.9315781914925247,67.0,0.0,0.0,1.0,Indie,Deadrock Redemption,04-04-2024,Indie,Entropy Digital Entertainment,Entropy Digital Entertainment
7032.0,19.99,103875.0,26.40898855646969,89.0,0.0,0.0,1.0,Non-Indie,Dungeon Travelers: To Heart 2 in Another World,14-02-2024,Indie,"DMM GAMES,Shiravune",AQUAPLUS
16038.0,7.99,103498.0,16.13021138305583,93.0,0.0,0.0,1.0,Non-Indie,Dustland Delivery,11-07-2024,Indie,Farlight Games,Neutron Star Studio
13943.0,8.99,103268.0,2.3790812982022453,96.0,0.0,0.0,1.0,Indie,Saki and the Crucible of Debauchery,25-07-2024,Indie,"Mango Party,Mango Party News",ofuroworks
6191.0,24.99,103232.0,9.08482471233303,72.0,0.0,0.0,1.0,Non-Indie,The Tribe Must Survive,23-05-2024,Indie,Starbreeze Entertainment,Walking Tree Games GmbH
6029.0,19.99,103206.0,4.655877506903089,91.0,0.0,0.0,1.0,Indie,PMC Promiscuity,18-05-2024,Indie,Overseer Division,"Shuuko,Amber Fiend"
5302.0,24.99,102837.0,3.703153793078795,85.0,0.0,0.0,1.0,Indie,Kakuriyo Village ~Moratorium of Adolescence~,21-03-2024,Indie,BokiBoki Games,I'm moralist
5490.0,24.99,102217.0,10.58303889083662,67.0,0.0,0.0,1.0,Non-Indie,Beneath the Mountain,05-03-2024,Indie,Gameclaw Studio,Omnis Rector Studios
5714.0,24.99,101998.0,4.520200688637722,59.0,0.0,0.0,1.0,Indie,Serum,23-05-2024,Indie,Toplitz Productions,Game Island
14975.0,7.99,101925.0,1.8344642000474296,90.0,0.0,0.0,1.0,Indie,Personal Study,15-04-2024,Indie,ArcaneSpoon,ArcaneSpoon
5280.0,24.99,101371.0,12.004932786153772,88.0,0.0,0.0,1.0,Non-Indie,Deathless. Tales of Old Rus,18-06-2024,Indie,1С-777 Limited,1C Game Studios
6274.0,19.99,101324.0,3.919736996924976,99.0,0.0,0.0,1.0,Indie,The Great Rebellion,01-02-2024,Indie,AIP,Kvltgames
13850.0,8.99,101261.0,1.747438412475688,71.0,0.0,0.0,1.0,Indie,Backrooms Break,24-04-2024,Indie,Jan Jileček,Jan Jileček
6185.0,19.99,101051.0,9.214640817798797,96.0,0.0,0.0,1.0,Non-Indie,Turbo Kid,09-04-2024,Indie,Outerminds Inc.,Outerminds Inc.
8550.0,13.99,100118.0,2.188715860354927,68.0,0.0,0.0,1.0,Indie,Don't Disturb Your STEPMOM,20-06-2024,Indie,Lemonhaze Game Studio,Lemonhaze Studio
10217.0,11.99,99794.0,0.9473265220608578,75.0,0.0,0.0,1.0,Indie,Fallen Young Wife~Netorare H without telling her husband~,03-05-2024,Indie,072 Project,瀧壺チャンネル
5937.0,19.99,99704.0,3.727087878172361,97.0,0.0,0.0,1.0,Indie,"Love, Ghostie",14-08-2024,Indie,"Janbeh Games, LLC","Janbeh Games, LLC"
6301.0,19.99,99105.0,16.03857155052236,83.0,0.0,0.0,1.0,Non-Indie,Underspace,10-04-2024,Indie,Camlann Games,Pastaspace Interactive
52018.0,3.99,98977.0,2.73542716292518,94.0,0.0,0.0,1.0,Indie,Humans are not that against Lizardwomen,06-04-2024,Indie,Horny Capybara Studio,Hue Axis Entertainment
7879.0,14.99,98718.0,5.326777990161925,44.0,0.0,0.0,1.0,Indie,Star Command Galaxies,28-08-2024,Indie,Warballoon,Warballoon
8560.0,16.99,98647.0,12.420812923843696,90.0,0.0,0.0,1.0,Non-Indie,Nightmare: The Lunatic,31-03-2024,Indie,Maetdol Games,Maetdol Games
6160.0,19.99,98573.0,9.076366799930872,96.0,0.0,0.0,1.0,Non-Indie,Bears In Space,22-03-2024,Indie,Ravenscourt,Broadside Games
25211.0,7.99,98378.0,4.830693338953039,75.0,0.0,0.0,1.0,Indie,ALTF42,04-06-2024,Indie,GRAVITY,PUMPKIM
7611.0,14.99,97527.0,10.442652231942674,66.0,0.0,0.0,1.0,Non-Indie,B-17 Flying Fortress : The Mighty 8th Redux,25-01-2024,Indie,MicroProse Software,MicroProse Software
9630.0,14.99,97404.0,7.425199078752663,75.0,0.0,0.0,1.0,Indie,TrinityS,25-04-2024,Indie,Phoenixx Inc.,Indie-us Games
4603.0,24.99,97228.0,6.396802075195478,85.0,0.0,0.0,1.0,Indie,Slave Zero X,21-02-2024,Indie,Ziggurat,Poppy Works
8635.0,14.99,97203.0,9.388145547654238,69.0,0.0,0.0,1.0,Indie,Crestfallen: Medieval Survival,17-07-2024,Indie,Bloodbath Studios,Bloodbath Studios
6301.0,18.99,95671.0,6.129136649681638,79.0,0.0,0.0,1.0,Indie,My Pleasure - Season 3,28-03-2024,Indie,Tasty Pics Studio,Tasty Pics Studio
13324.0,9.99,95478.0,3.649236971474798,78.0,0.0,0.0,1.0,Indie,Kingsgrave,17-04-2024,Indie,Alawar,Egg or Chicken Games
12031.0,9.99,94839.0,4.485264365334047,90.0,0.0,0.0,1.0,Indie,Dishwashing Simulator,03-04-2024,Indie,Frinky,"Frinky,Frosty"
17098.0,6.99,94804.0,0.8322044494652961,86.0,0.0,0.0,1.0,Indie,I'm counting to 6...,26-01-2024,Indie,EMIKA_GAMES,EMIKA_GAMES
6901.0,15.99,94711.0,9.85695666419018,80.0,0.0,0.0,1.0,Non-Indie,Roundscape Adorevia,02-08-2024,Indie,Arvus Games,Arvus Games
26289.0,3.99,94355.0,4.04024775680354,91.0,0.0,0.0,1.0,Indie,Abyss School,19-01-2024,Indie,eTIRUe,eTIRUe
5335.0,19.99,93469.0,6.009124128377369,89.0,0.0,0.0,1.0,Indie,Raw Metal,19-03-2024,Indie,Team Crucible,Team Crucible
10151.0,10.99,93379.0,12.301525684306291,85.0,0.0,0.0,1.0,Non-Indie,异常情绪回收组,28-01-2024,Indie,墨元素,墨元素
31422.0,0.0,92977.0,11.40682578170852,76.0,0.0,0.0,1.0,Indie,全民街篮,30-05-2024,Indie,深圳市中手游网络科技有限公司,上海洲竞网络科技有限公司
3437.0,29.99,92768.0,5.230193368366318,96.0,0.0,0.0,0.0,Indie,Sumerian Six,02-09-2024,AA,Devolver Digital,Artificer
6252.0,19.99,92665.0,2.2164894237313963,76.0,0.0,0.0,0.0,Indie,Open Roads,28-03-2024,AA,Annapurna Interactive,Open Roads Team
8497.0,12.99,92662.0,6.853151087871319,90.0,0.0,0.0,1.0,Indie,Cybernetic Seduction - Season 1,03-05-2024,Indie,1Thousand,1Thousand
6254.0,17.99,91150.0,8.885718977731928,90.0,0.0,0.0,1.0,Non-Indie,Unveiling the Unknown,07-05-2024,Indie,TwistedScarlett60,TwistedScarlett60
11270.0,12.99,90795.0,2.606987372818584,81.0,0.0,0.0,1.0,Indie,STUFFED,16-06-2024,Indie,TheGamePublisher.com,Waving Bear Studio
7587.0,14.99,90751.0,10.566538403468464,70.0,0.0,0.0,1.0,Non-Indie,Legendary Hoplite,02-02-2024,Indie,Ravenage Games,TripleBricksGames
27004.0,4.99,90620.0,16.989870723384826,94.0,0.0,0.0,1.0,Non-Indie,Minimalist Tower Defense,25-01-2024,Indie,HappyFairy213,HappyFairy213
5276.0,19.99,90446.0,5.377597908456318,97.0,0.0,0.0,1.0,Indie,Uncover the Smoking Gun,23-06-2024,Indie,ReLU Games,ReLU Games
9225.0,12.99,90157.0,6.853841751565168,92.0,0.0,0.0,1.0,Indie,Roots of Yggdrasil,06-09-2024,Indie,"ManaVoid Entertainment,Indie Asylum",ManaVoid Entertainment
4284.0,24.99,88683.0,5.758266728274435,93.0,0.0,0.0,0.0,Indie,Creatures of Ava,07-08-2024,AA,11 bit studios,Inverge Studios
4922.0,19.99,88551.0,18.604325863989,87.0,0.0,0.0,1.0,Non-Indie,Archaelund,08-01-2024,Indie,4 Dimension Games,4 Dimension Games
13157.0,14.99,88271.0,6.622342614987855,78.0,0.0,0.0,1.0,Indie,Age of Defense,29-07-2024,Indie,Valkyrie Initiative,Battlecruiser Games
9965.0,14.99,87827.0,4.190220142970112,89.0,0.0,0.0,1.0,Indie,Never Mourn,13-05-2024,Indie,"Poysky Productions,Light Up Games",Primal Seed
4111.0,29.99,87251.0,2.884838067963121,68.0,0.0,0.0,1.0,Indie,Vampire: The Masquerade - Justice,06-02-2024,Indie,Fast Travel Games,Fast Travel Games
4524.0,24.99,87128.0,10.283281637117136,83.0,0.0,0.0,1.0,Non-Indie,The Mobius Machine,01-03-2024,Indie,Madruga Works,Madruga Works
9313.0,14.99,87084.0,6.637463072879075,74.0,0.0,0.0,1.0,Indie,Monuments Renovator,08-03-2024,Indie,"Games Incubator,PlayWay S.A.","Monuments Games,Games Incubator"
15514.0,6.99,87038.0,3.4585829884120223,88.0,0.0,0.0,1.0,Indie,In Search Of You,18-07-2024,Indie,Celestial Star Studios,Celestial Star Studios
5403.0,19.99,86902.0,11.912707709973718,94.0,0.0,0.0,1.0,Non-Indie,Ruff Ghanor,22-02-2024,Indie,"DX Gameworks,Magalu Games,Nonsense Creations",DX Gameworks
19473.0,4.99,86829.0,8.882961916395775,97.0,0.0,0.0,1.0,Indie,Duelists of Eden,07-03-2024,Indie,Thomas Moon Kang,Thomas Moon Kang
6527.0,15.99,86660.0,4.197274212794315,77.0,0.0,0.0,0.0,Indie,Snow Plowing Simulator,19-06-2024,AA,"PlayWay S.A.,FreeMind S.A.",FreeMind S.A.
5365.0,19.99,86377.0,6.502037502275212,83.0,0.0,0.0,1.0,Indie,Vertical Kingdom,15-04-2024,Indie,indie.io,Farlight Games Industry
5783.0,17.99,86169.0,6.475525689015737,67.0,0.0,0.0,1.0,Indie,Super Dark Deception,12-07-2024,Indie,Glowstick Entertainment,Glowstick Entertainment
4718.0,24.99,85885.0,13.636618858867438,98.0,0.0,0.0,1.0,Non-Indie,The Shell Part II: Purgatorio,18-04-2024,Indie,Shiravune,Innocent Grey
9890.0,0.0,85835.0,18.90040585677796,76.0,0.0,0.0,1.0,Non-Indie,Idol Party,15-08-2024,Indie,LONGYOU TECHNOLOGY PTE.LTD.,LONGYOU TECHNOLOGY PTE.LTD.
17496.0,5.99,85154.0,2.386453664229536,73.0,0.0,0.0,1.0,Indie,Fantasy Amusement Park II,31-05-2024,Indie,Shark Shark Game,Cat Paw Game
14551.0,6.99,85060.0,7.235261775450229,76.0,0.0,0.0,1.0,Indie,LustyVerse: Passion on Display,22-03-2024,Indie,Inceton games,Inceton games
10001.0,9.99,84846.0,7.611946295559626,95.0,0.0,0.0,1.0,Indie,Mini Settlers,08-08-2024,Indie,"Goblinz Publishing,IndieArk",Knight Owl Games
10132.0,9.99,84708.0,10.631953086248698,88.0,0.0,0.0,1.0,Non-Indie,MY DESTINY GIRLS,28-03-2024,Indie,EpicDream Games,EpicDream Games
13345.0,9.99,84104.0,1.400893717921749,70.0,0.0,0.0,1.0,Indie,SEX Campus🔞,02-03-2024,Indie,Romantic Room,Romantic Room
21999.0,6.99,83942.0,0.6717445513282418,96.0,0.0,0.0,1.0,Indie,Working Sakuya,28-03-2024,Indie,ぬるぬる坊主,ぬるぬる坊主
7221.0,14.99,83875.0,6.252576189914551,76.0,0.0,0.0,1.0,Indie,Pet Shop Simulator,21-06-2024,Indie,"Games Incubator,PlayWay S.A.",Games Incubator
9779.0,11.99,83727.0,11.982830998870288,89.0,0.0,0.0,1.0,Non-Indie,Mortal Glory 2,04-03-2024,Indie,Redbeak Games,Redbeak Games
7024.0,14.99,83552.0,1.805488022420824,74.0,0.0,0.0,1.0,Indie,Hot Therapy,24-03-2024,Indie,YummySoft,YummySoft
5937.0,19.99,82715.0,6.030660089252949,84.0,0.0,0.0,1.0,Indie,Distant Bloom,27-03-2024,Indie,Kinda Brave,Ember Trail
9393.0,9.99,82653.0,3.379960284632395,86.0,0.0,0.0,1.0,Indie,Misha's incident,21-01-2024,Indie,Zetlaff,Zetlaff
10393.0,9.99,81316.0,4.081956048561926,91.0,0.0,0.0,1.0,Indie,"Sex and the Furry Titty 3: Come Inside, Sweety",16-05-2024,Indie,Furlough Games PBS,Furlough Games
5444.0,19.99,80472.0,7.421489669857486,87.0,0.0,0.0,1.0,Indie,Terra Memoria,27-03-2024,Indie,Dear Villagers,La Moutarde
11170.0,7.99,80323.0,8.243305573081305,98.0,0.0,0.0,1.0,Indie,Hole Dweller,19-01-2024,Indie,"Thigh High Games,Shady Corner Games",Thigh High Games
19531.0,6.99,80184.0,11.944999317231185,89.0,0.0,0.0,1.0,Non-Indie,Girls of The Tower,23-02-2024,Indie,OKJOY,Robo Cat
2966.0,29.99,80055.0,5.093116591993197,86.0,0.0,0.0,1.0,Indie,"Everlasting Flowers - Where there is a will, there is a way",28-08-2024,Indie,RIGHTWAY,"sprite,flowers.studio"
6829.0,17.99,79862.0,1.285001362466089,79.0,0.0,0.0,1.0,Indie,Let's take a bath with Purin 2,11-07-2024,Indie,Parabolica Games,Parabolica Games
11885.0,9.99,79636.0,1.359626699786155,66.0,0.0,0.0,1.0,Indie,Step-Sister's Pussy 🔞,04-05-2024,Indie,Lust Desires 🖤,Lust Desires 🖤
13896.0,6.99,79632.0,4.154207295492834,72.0,0.0,0.0,0.0,Indie,DEVIATOR,01-08-2024,AA,SapStaR Games,Gami Studio
5193.0,20.0,79600.0,4.544247462000582,94.0,0.0,0.0,1.0,Indie,Berserk Boy,06-03-2024,Indie,BerserkBoy Games,BerserkBoy Games
6625.0,14.99,79552.0,6.418405065171533,92.0,0.0,0.0,1.0,Indie,Sinners Landing,21-03-2024,Indie,Flexible Media,Flexible Media
13771.0,6.99,79363.0,1.154620119000862,81.0,0.0,0.0,1.0,Indie,Klaroro - Abyss of the Soul,24-06-2024,Indie,"Mango Party,Mango Party News",Ccryu
3832.0,24.99,79354.0,14.996518560571472,61.0,0.0,0.0,0.0,Non-Indie,Tortuga - A Pirate's Tale,13-02-2024,AA,Kalypso Media,Gaming Minds Studios
5660.0,19.99,78981.0,5.399627908579028,94.0,0.0,0.0,1.0,Indie,Go Mecha Ball,25-01-2024,Indie,Super Rare Originals,Whale Peak Games
8703.0,12.99,78886.0,9.53390087677779,85.0,0.0,0.0,1.0,Indie,Little Lives,08-03-2024,Indie,Houndstooth Games,Houndstooth Games
6923.0,13.99,78871.0,5.789378879025474,72.0,0.0,0.0,1.0,Indie,Taora : Survival,23-05-2024,Indie,"Tulpar Games,TheGamesFortress",Tulpar Games
5819.0,14.99,78504.0,5.388496619369406,98.0,0.0,0.0,1.0,Indie,Vampire Therapist,18-07-2024,Indie,Little Bat Games,Little Bat Games
2896.0,29.99,78165.0,6.593134644087161,70.0,0.0,0.0,1.0,Indie,Dustborn,20-08-2024,Indie,Spotlight by Quantic Dream,Red Thread Games
4029.0,24.99,78067.0,3.456231082834484,85.0,0.0,0.0,1.0,Indie,Helskate,15-02-2024,Indie,Phantom Coast,Phantom Coast
5251.0,19.99,78048.0,12.534388822459311,93.0,0.0,0.0,1.0,Non-Indie,BioGun,31-07-2024,Indie,Ravenage Games,Dapper Dog Digital
10257.0,12.99,77800.0,4.513675478999976,98.0,0.0,0.0,1.0,Indie,Древние Русы,26-07-2024,Indie,Honor Games,Honor Games
6712.0,14.99,77507.0,3.3273859507086305,75.0,0.0,0.0,1.0,Indie,My Special Summer Vacation 2,27-06-2024,Indie,Kagura Games,P.+
5046.0,19.99,77493.0,5.005057844039444,87.0,0.0,0.0,1.0,Indie,My Lovely Empress,20-08-2024,Indie,Neon Doctrine,"GameChanger Studio,Neon Doctrine"
13298.0,6.99,76991.0,3.6407021344310766,85.0,0.0,0.0,1.0,Indie,RollScape,22-05-2024,Indie,Leonardo the Vinchy,Leonardo the Vinchy
4181.0,24.99,76979.0,7.838338003454954,65.0,0.0,0.0,1.0,Non-Indie,AsHes,23-06-2024,Indie,Yanmo Games,Yanmo Games
16595.0,0.0,76971.0,21.36603364534045,55.0,0.0,0.0,1.0,Non-Indie,World War Armies,02-05-2024,Indie,"Hypemasters, Inc.","Hypemasters, Inc."
5238.0,17.99,76619.0,3.634375724102398,72.0,0.0,0.0,1.0,Indie,HAREM！RANCH LIFE,23-08-2024,Indie,072 Project,GNT BOKUJO
17907.0,4.99,76256.0,2.578855667114769,90.0,0.0,0.0,1.0,Indie,Feather Party,03-05-2024,Indie,Teneke Kafalar Spotlight,threeW
9451.0,9.99,75575.0,2.2619202418359845,81.0,0.0,0.0,1.0,Indie,Family Breeding,04-05-2024,Indie,Whiteleaf Studio,Whiteleaf Studio
30448.0,2.99,75559.0,0.9591748044351496,87.0,0.0,0.0,1.0,Indie,CLICKOLDING,16-07-2024,Indie,"Strange Scaffold,Outersloth",Strange Scaffold
7846.0,11.99,74807.0,14.429833855747482,95.0,0.0,0.0,1.0,Non-Indie,Retail Company Simulator,06-08-2024,Indie,Business Tycoon,Business Tycoon
2928.0,29.99,74220.0,7.186581816469715,71.0,0.0,0.0,1.0,Non-Indie,Movies Tycoon,15-07-2024,Indie,PixelCraze s.r.o.,PixelCraze s.r.o.
10121.0,9.99,74140.0,3.0040921096982327,46.0,0.0,0.0,1.0,Indie,Absolute Fear -AOONI- / 最恐 -青鬼-,25-04-2024,Indie,"LiTMUS Co., Ltd.","LiTMUS Co., Ltd."
5061.0,17.99,73977.0,8.240086829646355,86.0,0.0,0.0,0.0,Indie,JOY OF PROGRAMMING - Software Engineering Simulator,30-01-2024,AA,PlayWay S.A.,Prof. Scherer
10845.0,9.99,73725.0,1.1268257494695315,52.0,0.0,0.0,1.0,Indie,CUCKOLD'S GYM,29-02-2024,Indie,GeoCuck Group,GeoCuck Group
9370.0,9.99,73720.0,2.636919618604075,96.0,0.0,0.0,1.0,Indie,Death From Above,22-02-2024,Indie,Lesser Evil,Rockodile
11261.0,9.99,73563.0,1.6649434272010375,74.0,0.0,0.0,1.0,Indie,Hot Office: Sex Story 🔞,17-02-2024,Indie,Romantic Room,Romantic Room
8484.0,10.99,73464.0,6.277972444255539,69.0,0.0,0.0,1.0,Indie,Cartel Simulator,06-01-2024,Indie,ITK,ITK
4332.0,19.99,73449.0,3.198792096558785,80.0,0.0,0.0,1.0,Indie,My Demonic Romance,01-05-2024,Indie,Andrealphus Games,Andrealphus Games
4546.0,17.99,73029.0,10.358212773282307,98.0,0.0,0.0,1.0,Non-Indie,Bewitching Sinners,02-05-2024,Indie,Miss Xero,Miss Xero
5375.0,19.99,73024.0,24.275998793839463,97.0,0.0,0.0,1.0,Non-Indie,Logiart Grimoire,15-03-2024,Indie,Jupiter Corporation,Jupiter Corporation
8947.0,9.99,72746.0,7.219293184789795,84.0,0.0,0.0,1.0,Indie,Fatermyth,23-04-2024,Indie,Merlion Games,KDream
3616.0,24.99,72642.0,15.223036272162016,86.0,0.0,0.0,1.0,Non-Indie,NejicomiSimulator TMA02 - My Own Dedicated Weak Pussy Cow Vtuber's Confinement and Training! Choke-Clamping Deep-Digging RIP to her Life Masochistic-Orgasm!- (cheeky big boob faphole understood her position),23-05-2024,Indie,"やぶから堂,LewdLoco","やぶから堂,たまぷろじぇくと"
3482.0,24.99,72549.0,23.006322622831195,83.0,0.0,0.0,1.0,Non-Indie,Forgotten Seas,07-06-2024,Indie,indie.io,Pangea Game Studios
32488.0,2.99,72453.0,1.863085353681632,88.0,0.0,0.0,1.0,Indie,Malware,31-07-2024,Indie,Odd Games,Odd Games
7849.0,12.99,72346.0,3.020761271053206,51.0,0.0,0.0,1.0,Indie,REAL ESTATE Simulator - FROM BUM TO MILLIONAIRE,22-03-2024,Indie,Midnight Games,Geekon
5057.0,24.99,72271.0,2.506968572426479,77.0,0.0,0.0,1.0,Indie,SCHiM,18-07-2024,Indie,"Extra Nice,PLAYISM","Ewoud van der Werf,Nils Slijkerman"
5464.0,0.0,72154.0,22.60248534969474,50.0,0.0,0.0,1.0,Non-Indie,KRITIKA: ZERO,18-07-2024,Indie,株式会社G・O・P,VALOFE
29195.0,2.99,72149.0,10.15643345075452,89.0,0.0,0.0,1.0,Indie,Twilight Survivors,01-04-2024,Indie,DORIDORI STUDIO,DORIDORI STUDIO
6710.0,14.99,72013.0,3.0665883078991616,68.0,0.0,0.0,1.0,Indie,LakeSide,25-03-2024,Indie,Massive Galaxy Studios,Massive Galaxy Studios
4373.0,19.99,71874.0,8.406782251050108,99.0,0.0,0.0,1.0,Non-Indie,Sam & Max: The Devil's Playhouse,14-08-2024,Indie,Skunkape Games,Skunkape Games
4217.0,19.99,71794.0,11.744831290303976,97.0,0.0,0.0,1.0,Non-Indie,Paradise,26-04-2024,Indie,JAST BLUE,Pil/Slash
8767.0,9.99,71342.0,2.970398153906548,89.0,0.0,0.0,1.0,Indie,Project Unknown,12-07-2024,Indie,Nightmare Studios,PsychoRavens
50829.0,2.99,71247.0,2.025891516718508,77.0,0.0,0.0,1.0,Indie,Xiangsheng Simulator,04-02-2024,Indie,Wave Ecstacy,Wave Ecstacy
4824.0,19.99,70779.0,7.712589160171384,72.0,0.0,0.0,0.0,Indie,Train Valley World,09-08-2024,AA,tinyBuild,Flazm
3596.0,24.99,70723.0,6.029381243393642,89.0,0.0,0.0,1.0,Indie,Ereban: Shadow Legacy,10-04-2024,Indie,Baby Robot Games,Baby Robot Games
7866.0,11.99,70667.0,9.32968195468886,95.0,0.0,0.0,1.0,Indie,Fida Puti Samurai,21-03-2024,Indie,Zanardi and Liza,Zanardi and Liza
4297.0,19.99,70526.0,6.670332094268608,88.0,0.0,0.0,1.0,Indie,Crab God,20-06-2024,Indie,Firesquid,Chaos Theory Games
15702.0,4.99,70517.0,3.0495567217758395,92.0,0.0,0.0,1.0,Indie,Multiplayer Platform Golf,29-02-2024,Indie,Robot Assembly,Robot Assembly
3439.0,24.99,70380.0,4.566587558857733,60.0,0.0,0.0,1.0,Indie,MACHI KORO With Everyone,04-07-2024,Indie,Grounding Inc.,Grounding Inc.
9646.0,14.99,70247.0,7.442286413116884,63.0,0.0,0.0,1.0,Indie,Eden Island,26-07-2024,Indie,Moon Studio,Moon Studio
8623.0,9.99,70215.0,2.3062527099058565,57.0,0.0,0.0,1.0,Indie,Handsome Me with 100 Girlfriends!,11-04-2024,Indie,Day Day Up！,philosophy♂
11885.0,9.99,70127.0,2.6583768987342653,72.0,0.0,0.0,1.0,Indie,Aooni,25-07-2024,Indie,Game Studio Inc.,Game Studio Inc.
